
SetupTitle, inv-vovg
PrimitiveTest, I/V Sweep
DataValue, 2.16, 3, 1.2500000000000001E-12, 5.3048000000000004E-06, 1.65268, 5.3048000000000004E-06, 1.2500000000000001E-12, 
DataValue, 2.19, 3, 4.5000000000000005E-13, 5.4313000000000008E-06, 1.63312, 5.4313000000000008E-06, 4.5000000000000005E-13, 
DataValue, 2.22, 3, 1.0000000000000002E-14, 5.5231000000000005E-06, 1.6306399999999999, 5.5231000000000005E-06, 1.0000000000000002E-14, 
DataValue, 2.25, 3, 6.0000000000000007E-13, 5.590900000000001E-06, 1.62804, 5.590900000000001E-06, 6.0000000000000007E-13, 
DataValue, 2.2800000000000002, 3, 6.7000000000000007E-13, 5.7034E-06, 1.63232, 5.7034E-06, 6.7000000000000007E-13, 
DataValue, 2.31, 3, -1.4E-13, 5.8231E-06, 1.63428, 5.8231E-06, 1.4E-13, 
DataValue, 2.34, 3, 4.6000000000000006E-13, 5.9108E-06, 1.63784, 5.9108E-06, 4.6000000000000006E-13, 
DataValue, 2.37, 3, -7.7000000000000005E-13, 6.047500000000001E-06, 1.63584, 6.047500000000001E-06, 7.7000000000000005E-13, 
DataValue, 2.4, 3, 2.8E-13, 6.1809E-06, 1.6379199999999998, 6.1809E-06, 2.8E-13, 
DataValue, 2.43, 3, 1.3E-13, 6.3020000000000008E-06, 1.64116, 6.3020000000000008E-06, 1.3E-13, 
DataValue, 2.46, 3, 8.4000000000000006E-13, 6.4092E-06, 1.65028, 6.4092E-06, 8.4000000000000006E-13, 
DataValue, 2.49, 3, 6.6E-13, 6.5535000000000009E-06, 1.6565999999999999, 6.5535000000000009E-06, 6.6E-13, 
DataValue, 2.52, 3, 2.3000000000000003E-13, 6.696500000000001E-06, 1.66272, 6.696500000000001E-06, 2.3000000000000003E-13, 
DataValue, 2.5500000000000003, 3, 7.2000000000000006E-13, 6.8251000000000009E-06, 1.67264, 6.8251000000000009E-06, 7.2000000000000006E-13, 
DataValue, 2.58, 3, 6.0000000000000007E-13, 6.9543000000000005E-06, 1.68296, 6.9543000000000005E-06, 6.0000000000000007E-13, 
DataValue, 2.61, 3, -3.3E-13, 7.1050000000000006E-06, 1.69004, 7.1050000000000006E-06, 3.3E-13, 
DataValue, 2.64, 3, 8.6000000000000007E-13, 7.2579000000000004E-06, 1.69916, 7.2579000000000004E-06, 8.6000000000000007E-13, 
DataValue, 2.67, 3, 1.2800000000000002E-12, 7.3723000000000005E-06, 1.7103199999999998, 7.3723000000000005E-06, 1.2800000000000002E-12, 
DataValue, 2.7, 3, 2.9000000000000003E-13, 7.5082E-06, 1.72136, 7.5082E-06, 2.9000000000000003E-13, 
DataValue, 2.73, 3, 1.7E-13, 7.6616000000000013E-06, 1.7331599999999998, 7.6616000000000013E-06, 1.7E-13, 
DataValue, 2.7600000000000002, 3, 1.08E-12, 7.8495E-06, 1.74224, 7.8495E-06, 1.08E-12, 
DataValue, 2.79, 3, -6.0000000000000009E-14, 7.9416E-06, 1.75372, 7.9416E-06, 6.0000000000000009E-14, 
DataValue, 2.82, 3, 1E-13, 8.1615000000000014E-06, 1.76216, 8.1615000000000014E-06, 1E-13, 
DataValue, 2.85, 3, 3.1000000000000004E-13, 8.2775000000000016E-06, 1.77376, 8.2775000000000016E-06, 3.1000000000000004E-13, 
DataValue, 2.88, 3, 7.5E-13, 8.4924E-06, 1.78656, 8.4924E-06, 7.5E-13, 
DataValue, 2.91, 3, -2E-13, 8.6838000000000015E-06, 1.7989199999999999, 8.6838000000000015E-06, 2E-13, 
DataValue, 2.94, 3, -7E-14, 8.7828000000000017E-06, 1.8127199999999999, 8.7828000000000017E-06, 7E-14, 
DataValue, 2.97, 3, 3.0000000000000003E-13, 8.9655E-06, 1.82412, 8.9655E-06, 3.0000000000000003E-13, 
DataValue, 3, 3, -1.2000000000000002E-13, 9.1829000000000015E-06, 1.835, 9.1829000000000015E-06, 1.2000000000000002E-13, 
DataValue, 3, 3, 1.5800000000000001E-12, 9.1775000000000015E-06, 1.8352, 9.1775000000000015E-06, 1.5800000000000001E-12, 
DataValue, 2.97, 3, -1.5000000000000002E-13, 8.974E-06, 1.82152, 8.974E-06, 1.5000000000000002E-13, 
DataValue, 2.94, 3, -3.7000000000000004E-13, 8.7819000000000014E-06, 1.80908, 8.7819000000000014E-06, 3.7000000000000004E-13, 
DataValue, 2.91, 3, 8.8000000000000009E-13, 8.5629E-06, 1.79788, 8.5629E-06, 8.8000000000000009E-13, 
DataValue, 2.88, 3, 7E-14, 8.3675E-06, 1.7853599999999998, 8.3675E-06, 7E-14, 
DataValue, 2.85, 3, 5.2E-13, 8.1898E-06, 1.77456, 8.1898E-06, 5.2E-13, 
DataValue, 2.82, 3, 2E-13, 7.9859000000000009E-06, 1.76424, 7.9859000000000009E-06, 2E-13, 
DataValue, 2.79, 3, 4.4000000000000004E-13, 7.8151E-06, 1.7538399999999998, 7.8151E-06, 4.4000000000000004E-13, 
DataValue, 2.7600000000000002, 3, 9.0000000000000008E-14, 7.6481E-06, 1.7418399999999998, 7.6481E-06, 9.0000000000000008E-14, 
DataValue, 2.73, 3, 2.2000000000000002E-13, 7.485300000000001E-06, 1.73196, 7.485300000000001E-06, 2.2000000000000002E-13, 
DataValue, 2.7, 3, 6.8E-13, 7.3646000000000006E-06, 1.7203199999999999, 7.3646000000000006E-06, 6.8E-13, 
DataValue, 2.67, 3, 5.1E-13, 7.2102000000000009E-06, 1.70624, 7.2102000000000009E-06, 5.1E-13, 
DataValue, 2.64, 3, 1.8000000000000002E-13, 7.029100000000001E-06, 1.69916, 7.029100000000001E-06, 1.8000000000000002E-13, 
DataValue, 2.61, 3, -1.2000000000000002E-13, 6.8621000000000008E-06, 1.6887599999999998, 6.8621000000000008E-06, 1.2000000000000002E-13, 
DataValue, 2.58, 3, 2.1000000000000001E-13, 6.7203000000000007E-06, 1.68156, 6.7203000000000007E-06, 2.1000000000000001E-13, 
DataValue, 2.5500000000000003, 3, -7.5E-13, 6.5620000000000009E-06, 1.6758, 6.5620000000000009E-06, 7.5E-13, 
DataValue, 2.52, 3, 2.0000000000000003E-14, 6.4444000000000005E-06, 1.6672, 6.4444000000000005E-06, 2.0000000000000003E-14, 
DataValue, 2.49, 3, 3.7000000000000004E-13, 6.2666E-06, 1.66004, 6.2666E-06, 3.7000000000000004E-13, 
DataValue, 2.46, 3, -5.4E-13, 6.168800000000001E-06, 1.6532, 6.168800000000001E-06, 5.4E-13, 
DataValue, 2.43, 3, -2.3000000000000003E-13, 6.0350000000000007E-06, 1.655, 6.0350000000000007E-06, 2.3000000000000003E-13, 
DataValue, 2.4, 3, -9.0000000000000008E-14, 5.9195000000000007E-06, 1.6463999999999999, 5.9195000000000007E-06, 9.0000000000000008E-14, 
DataValue, 2.37, 3, -1.8200000000000003E-12, 5.8147E-06, 1.64088, 5.8147E-06, 1.8200000000000003E-12, 
DataValue, 2.34, 3, 2.9000000000000003E-13, 5.6553000000000007E-06, 1.6403999999999999, 5.6553000000000007E-06, 2.9000000000000003E-13, 
DataValue, 2.31, 3, -1.5200000000000002E-12, 5.5066000000000008E-06, 1.6421999999999999, 5.5066000000000008E-06, 1.5200000000000002E-12, 
DataValue, 2.2800000000000002, 3, -6.400000000000001E-13, 5.431E-06, 1.64604, 5.431E-06, 6.400000000000001E-13, 
DataValue, 2.25, 3, -6.7000000000000007E-13, 5.3477000000000005E-06, 1.64244, 5.3477000000000005E-06, 6.7000000000000007E-13, 
DataValue, 2.22, 3, -4.2000000000000003E-13, 5.2207000000000007E-06, 1.64768, 5.2207000000000007E-06, 4.2000000000000003E-13, 
DataValue, 2.19, 3, 8.1000000000000008E-13, 5.146E-06, 1.6545999999999999, 5.146E-06, 8.1000000000000008E-13, 
DataValue, 2.16, 3, 2.8E-13, 5.0627000000000007E-06, 1.66224, 5.0627000000000007E-06, 2.8E-13, 
DataValue, 2.13, 3, 1E-12, 4.9786000000000009E-06, 1.6696799999999998, 4.9786000000000009E-06, 1E-12, 
DataValue, 2.1, 3, -4.8000000000000008E-13, 4.8826000000000005E-06, 1.68204, 4.8826000000000005E-06, 4.8000000000000008E-13, 
DataValue, 2.07, 3, 2.49E-12, 4.8132000000000008E-06, 1.7018799999999998, 4.8132000000000008E-06, 2.49E-12, 
DataValue, 2.04, 3, -1.7700000000000001E-12, 4.7812E-06, 1.7227599999999999, 4.7812E-06, 1.7700000000000001E-12, 
DataValue, 2.0100000000000002, 3, 3.3E-13, 4.7014E-06, 1.74508, 4.7014E-06, 3.3E-13, 
DataValue, 1.98, 3, -9.3E-13, 4.6031000000000009E-06, 1.78236, 4.6031000000000009E-06, 9.3E-13, 
DataValue, 1.95, 3, 2.79E-12, 4.6057000000000006E-06, 1.80056, 4.6057000000000006E-06, 2.79E-12, 
DataValue, 1.92, 3, 2.67E-12, 4.6072000000000005E-06, 1.8437599999999998, 4.6072000000000005E-06, 2.67E-12, 
DataValue, 1.8900000000000001, 3, 2.5E-13, 4.5671000000000007E-06, 1.8894, 4.5671000000000007E-06, 2.5E-13, 
DataValue, 1.86, 3, 7.3E-13, 4.5534E-06, 1.93332, 4.5534E-06, 7.3E-13, 
DataValue, 1.83, 3, 1.37E-12, 4.5330000000000005E-06, 1.9869599999999998, 4.5330000000000005E-06, 1.37E-12, 
DataValue, 1.8, 3, -9.4E-13, 4.5396000000000005E-06, 2.0296, 4.5396000000000005E-06, 9.4E-13, 
DataValue, 1.77, 3, 2.3000000000000003E-13, 4.5238000000000006E-06, 2.0854, 4.5238000000000006E-06, 2.3000000000000003E-13, 
DataValue, 1.74, 3, -4E-13, 4.5219000000000007E-06, 2.13808, 4.5219000000000007E-06, 4E-13, 
DataValue, 1.71, 3, 1.98E-12, 4.49E-06, 2.1952000000000003, 4.49E-06, 1.98E-12, 
DataValue, 1.68, 3, 4.7E-13, 4.4941000000000007E-06, 2.2364, 4.4941000000000007E-06, 4.7E-13, 
DataValue, 1.6500000000000001, 3, 7E-13, 4.4718E-06, 2.2936, 4.4718E-06, 7E-13, 
DataValue, 1.62, 3, 1E-12, 4.4481000000000007E-06, 2.338, 4.4481000000000007E-06, 1E-12, 
DataValue, 1.59, 3, -1.46E-12, 4.4209E-06, 2.3796000000000004, 4.4209E-06, 1.46E-12, 
DataValue, 1.56, 3, 4.1E-13, 4.3561000000000005E-06, 2.4160000000000004, 4.3561000000000005E-06, 4.1E-13, 
DataValue, 1.53, 3, -3.1000000000000004E-13, 4.3191000000000007E-06, 2.4396, 4.3191000000000007E-06, 3.1000000000000004E-13, 
DataValue, 1.5, 3, -1.08E-12, 4.2594E-06, 2.4600000000000004, 4.2594E-06, 1.08E-12, 
DataValue, 1.47, 3, -3.1000000000000004E-13, 4.2001000000000007E-06, 2.4796, 4.2001000000000007E-06, 3.1000000000000004E-13, 
DataValue, 1.44, 3, 2.8E-13, 4.1196E-06, 2.4936000000000003, 4.1196E-06, 2.8E-13, 
DataValue, 1.41, 3, -2.3000000000000003E-13, 4.0848E-06, 2.5068, 4.0848E-06, 2.3000000000000003E-13, 
DataValue, 1.3800000000000001, 3, -1.1000000000000001E-13, 4.0069000000000005E-06, 2.5220000000000002, 4.0069000000000005E-06, 1.1000000000000001E-13, 
DataValue, 1.35, 3, 5E-14, 3.9413000000000007E-06, 2.5312, 3.9413000000000007E-06, 5E-14, 
DataValue, 1.32, 3, -4.0000000000000006E-14, 3.907E-06, 2.5404, 3.907E-06, 4.0000000000000006E-14, 
DataValue, 1.29, 3, -3.0000000000000005E-14, 3.8208000000000008E-06, 2.5528000000000004, 3.8208000000000008E-06, 3.0000000000000005E-14, 
DataValue, 1.26, 3, -3.9000000000000005E-13, 3.7607000000000003E-06, 2.5592, 3.7607000000000003E-06, 3.9000000000000005E-13, 
DataValue, 1.23, 3, -6.0000000000000007E-13, 3.7047000000000003E-06, 2.5664000000000002, 3.7047000000000003E-06, 6.0000000000000007E-13, 
DataValue, 1.2, 3, -5.5000000000000008E-13, 3.6740000000000003E-06, 2.5724, 3.6740000000000003E-06, 5.5000000000000008E-13, 
DataValue, 1.17, 3, 2.8E-13, 3.6313000000000003E-06, 2.5796, 3.6313000000000003E-06, 2.8E-13, 
DataValue, 1.1400000000000001, 3, 1.4E-13, 3.6333000000000004E-06, 2.5792, 3.6333000000000004E-06, 1.4E-13, 
DataValue, 1.11, 3, -3.0000000000000003E-13, 3.6015E-06, 2.5844, 3.6015E-06, 3.0000000000000003E-13, 
DataValue, 1.08, 3, -2E-13, 3.5696000000000005E-06, 2.5864000000000003, 3.5696000000000005E-06, 2E-13, 
DataValue, 1.05, 3, -4.0000000000000006E-14, 3.5541000000000004E-06, 2.5896000000000003, 3.5541000000000004E-06, 4.0000000000000006E-14, 
DataValue, 1.02, 3, -3.9000000000000005E-13, 3.5369000000000004E-06, 2.5924, 3.5369000000000004E-06, 3.9000000000000005E-13, 
DataValue, 0.99, 3, -2.3000000000000003E-13, 3.5512000000000004E-06, 2.5940000000000003, 3.5512000000000004E-06, 2.3000000000000003E-13, 
DataValue, 0.96, 3, -3.8000000000000005E-13, 3.5095000000000004E-06, 2.5972000000000004, 3.5095000000000004E-06, 3.8000000000000005E-13, 
DataValue, 0.93, 3, -2.4000000000000004E-13, 3.5623E-06, 2.5944000000000003, 3.5623E-06, 2.4000000000000004E-13, 
DataValue, 0.9, 3, 1.7E-13, 3.5497000000000005E-06, 2.596, 3.5497000000000005E-06, 1.7E-13, 
DataValue, 0.87, 3, -3.2000000000000005E-13, 3.5621E-06, 2.5968, 3.5621E-06, 3.2000000000000005E-13, 
DataValue, 0.84, 3, -3.8000000000000005E-13, 3.5655000000000004E-06, 2.5972000000000004, 3.5655000000000004E-06, 3.8000000000000005E-13, 
DataValue, 0.81, 3, -2.2000000000000002E-13, 3.5927000000000003E-06, 2.5952, 3.5927000000000003E-06, 2.2000000000000002E-13, 
DataValue, 0.78, 3, -2.9000000000000003E-13, 3.6501000000000004E-06, 2.5928, 3.6501000000000004E-06, 2.9000000000000003E-13, 
DataValue, 0.75, 3, 4.4000000000000004E-13, 3.6905000000000005E-06, 2.5884, 3.6905000000000005E-06, 4.4000000000000004E-13, 
DataValue, 0.72, 3, -5.8000000000000005E-13, 3.7309000000000006E-06, 2.5856000000000003, 3.7309000000000006E-06, 5.8000000000000005E-13, 
DataValue, 0.69000000000000006, 3, -1.2000000000000002E-13, 3.7565000000000004E-06, 2.5832, 3.7565000000000004E-06, 1.2000000000000002E-13, 
DataValue, 0.66, 3, -5.8000000000000005E-13, 3.7835000000000003E-06, 2.5820000000000003, 3.7835000000000003E-06, 5.8000000000000005E-13, 
DataValue, 0.63, 3, -3.0000000000000005E-14, 3.8531000000000004E-06, 2.5780000000000003, 3.8531000000000004E-06, 3.0000000000000005E-14, 
DataValue, 0.6, 3, -1.5000000000000002E-13, 3.882E-06, 2.5744000000000002, 3.882E-06, 1.5000000000000002E-13, 
DataValue, 0.57000000000000006, 3, -1.3400000000000002E-12, 3.9634E-06, 2.5692000000000004, 3.9634E-06, 1.3400000000000002E-12, 
DataValue, 0.54, 3, -8.1000000000000008E-13, 4.0201000000000007E-06, 2.5644, 4.0201000000000007E-06, 8.1000000000000008E-13, 
DataValue, 0.51, 3, 5.6E-13, 4.0625000000000005E-06, 2.5624000000000002, 4.0625000000000005E-06, 5.6E-13, 
DataValue, 0.48, 3, 6.400000000000001E-13, 4.1338E-06, 2.5580000000000003, 4.1338E-06, 6.400000000000001E-13, 
DataValue, 0.45, 3, -7.4000000000000008E-13, 4.1961E-06, 2.5544000000000002, 4.1961E-06, 7.4000000000000008E-13, 
DataValue, 0.42, 3, 8.4000000000000006E-13, 4.2396E-06, 2.5512, 4.2396E-06, 8.4000000000000006E-13, 
DataValue, 0.39, 3, 5.1E-13, 4.2692000000000006E-06, 2.5500000000000003, 4.2692000000000006E-06, 5.1E-13, 
DataValue, 0.36, 3, -6.9000000000000009E-13, 4.3007E-06, 2.5488000000000004, 4.3007E-06, 6.9000000000000009E-13, 
DataValue, 0.33, 3, -5E-14, 4.3317E-06, 2.5472, 4.3317E-06, 5E-14, 
DataValue, 0.3, 3, -1E-13, 4.3286E-06, 2.5476, 4.3286E-06, 1E-13, 
DataValue, 0.27, 3, -2.7E-13, 4.3473000000000007E-06, 2.5472, 4.3473000000000007E-06, 2.7E-13, 
DataValue, 0.24, 3, -7.2000000000000006E-13, 4.3668E-06, 2.5460000000000003, 4.3668E-06, 7.2000000000000006E-13, 
DataValue, 0.21, 3, 0, 4.393E-06, 2.5452000000000004, 4.393E-06, 0, 
DataValue, 0.18, 3, -9.0000000000000008E-14, 4.4102000000000006E-06, 2.544, 4.4102000000000006E-06, 9.0000000000000008E-14, 
DataValue, 0.15, 3, -8.4000000000000006E-13, 4.4420000000000008E-06, 2.5424, 4.4420000000000008E-06, 8.4000000000000006E-13, 
DataValue, 0.12, 3, 2.6E-13, 4.4744000000000007E-06, 2.5416000000000003, 4.4744000000000007E-06, 2.6E-13, 
DataValue, 0.09, 3, -9.6000000000000015E-13, 4.5112E-06, 2.5388, 4.5112E-06, 9.6000000000000015E-13, 
DataValue, 0.06, 3, -6.7000000000000007E-13, 4.5595E-06, 2.5368000000000004, 4.5595E-06, 6.7000000000000007E-13, 
DataValue, 0.03, 3, 1.3E-13, 4.5945000000000006E-06, 2.5344, 4.5945000000000006E-06, 1.3E-13, 
DataValue, 0, 3, -1.1000000000000001E-13, 4.6437E-06, 2.5328000000000004, 4.6437E-06, 1.1000000000000001E-13, 
SetupTitle, inv-vovg
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, B1500A
TestParameter, Channel.UnitType, SMU, SMU, SMU, SMU
TestParameter, Channel.Unit, SMU4:HR, SMU1:HP, SMU2:HP, SMU3:HR
TestParameter, Channel.IName, Ibg, Idd, Io1, Io2
TestParameter, Channel.VName, Vbg, Vdd, Vo1, VSS
TestParameter, Channel.Mode, V, V, I, COMMON
TestParameter, Channel.Func, VAR1, VAR2, CONST, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, SMU4:HR, SMU1:HP, SMU2:HP, SMU3:HR
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON, ON, ON
TestParameter, Measurement.Port.OutputVoltageComparison, 0, 0, 0, 0
TestParameter, Measurement.Primary.Locus, Double
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, 0
TestParameter, Measurement.Primary.Stop, 3
TestParameter, Measurement.Primary.Step, 0.03
TestParameter, Measurement.Primary.Compliance, 1E-08
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Secondary.Start, 1
TestParameter, Measurement.Secondary.Count, 3
TestParameter, Measurement.Secondary.Step, 1
TestParameter, Measurement.Secondary.Compliance, 0.001
TestParameter, Measurement.Secondary.PowerCompliance, 0
TestParameter, Measurement.Bias.Source, 0, 1, 1.0000000000000001E-11, 0
TestParameter, Measurement.Bias.Compliance, 1E-08, 0.001, 5, 0.1
TestParameter, Measurement.Monitor.Unit, SMU4:HR, SMU1:HP, SMU2:HP, SMU3:HR
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC, HR ADC, HR ADC
TestParameter, Measurement.Monitor.Measurement, Compliance Side, Compliance Side, Compliance Side, Compliance Side
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA, 2V, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 4
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absIdd, absIbg
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Idd), abs(Ibg)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vbg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absIdd, absIbg, Vo1
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -5
TestParameter, Output.Graph.YAxis.Top, 1, 1, 5
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, Vbg, Vo2, Vo1, Vbg, Vdd, Ibg, Idd, absIdd, absIbg
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 01/11/2023 00:36:53
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 4
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, b1d4252a-edc2-4e3b-be00-72331a64aef3
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vbg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIdd, absIbg, Vo1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A, V
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-06, 0, 0.17
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 9.2E-06, 7.1E-12, 1.8
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 11588.25221540559
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
